Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,lat,lng
102 Bd De Grenelle 15th arr 75015 Paris France,241,2/16/2016,8.6,Le Parisis Paris Tour Eiffel, the far wall in the room abutted another building I could literally hear the inhabitants having baths talking etc Needs a little more soundproofing in room 41 ,29,1477, cosy room ultra clean loved the nespresso coffee machine in the room Staff really helpful and courteous ,19,4,9.6,"[' Leisure trip ', ' Family with older children ', ' Double Room ', ' Stayed 2 nights ']",48.8494851,2.2955063
102 Bd De Grenelle 15th arr 75015 Paris France,241,2/14/2017,8.6,Le Parisis Paris Tour Eiffel, Free breakfast,3,1477, Great location for sights and ease of travel Rooms slightly small but that s expected for central paris 10 euros a drink at the bar is a down side as well,32,3,7.9,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
102 Avenue de Villiers 17th arr 75017 Paris France,100,2/14/2016,8.8,Amp re, Cleaning of rooms can be better ,8,998, It is a very comfortable hotel Beds are new Size of the room for Paris is good,18,3,8.3,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.8848583,2.2997023
10 Place De La R publique 11th arr 75011 Paris France,141,2/13/2017,8,Crowne Plaza Paris R publique, For the price the mini bar could have been included ,12,1053, bed was extra comfy location excellent staff professionnal and helpfull ,12,5,7.9,"[' Leisure trip ', ' Family with young children ', ' Standard Room ', ' Stayed 1 night ']",48.8673199,2.3656296
11 Rue de l Arcade 8th arr 75008 Paris France,80,2/13/2017,8.1,Op ra Marigny, Not restaurant service small room 4 star hotel ,10,735, Great staff perfect location,5,5,7.1,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.871723,2.3235377
11 rue de Tr vise 9th arr 75009 Paris France,111,2/12/2017,8.3,H tel Diva Opera, Honesty there was nothing that I did dislike ,10,1353, It was an excellent facility the staff we re polite and friendly the food was delicious and the hotel room was comfortable clean and tidy It was as expected from the website and we definitely got our moneys worth I would gladly go back ,46,1,10,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8732706,2.3450746
1 Avenue Carnot 17th arr 75017 Paris France,75,2/11/2017,8.9,Splendid Etoile, Room a bit small but well organized Hallways narrow,10,486, Friendly staff welcome drink location overall cleanliness and comfort,10,44,7.9,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 1 night ']",48.874707,2.2936761
1 Impasse Marteau 18th arr 75018 Paris France,91,2/11/2016,7.4,Novotel Suites Paris Nord 18 me, Location High standard room excellent staff,7,1082, Hotel confortable friendly staff ,6,1,8.8,"[' Business trip ', ' Group ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.9015941,2.3597783
10 rue Saint Philippe du Roule 8th arr 75008 Paris France,43,2/10/2017,9.1,Bradford Elys es Astotel, Nothing at all ,5,234, Comfortable and cozy rooms Very helpful staff Good location ,11,1,8.8,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8729676,2.3081178
11 Rue de l Arcade 8th arr 75008 Paris France,80,2/10/2017,8.1,Op ra Marigny, WIFI didn t work correctly,6,735, Design Location,3,3,10,"[' Business trip ', ' Group ', ' Classic Double Room ', ' Stayed 1 night ']",48.871723,2.3235377
10 avenue Carnot 17th arr 75017 Paris France,39,2/10/2016,7.7,Belfast, Limited TV channels,4,337, Fabulous location,3,9,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8756435,2.2938788
10 Place De La R publique 11th arr 75011 Paris France,141,2/10/2016,8,Crowne Plaza Paris R publique, Little bit expensive but the total cost benefit is good considering the location and all ,17,1053, Great location on Palza Republique just by the metro station Fine and large room relatively to Paris hotels Very friendly and helpful staf Very good breakfast ,28,15,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 5 nights ']",48.8673199,2.3656296
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,2/1/2017,8.2,Gardette Park Hotel, The room was small with a disappointment view it was on the 1st floor but it felt like a basement We had the view of a wall and all the air air conditioners outside In the silence at night we could only hear that annoying sound of them working ,51,1011, Cleanness friendly staff,4,5,7.1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 5 nights ']",48.8610265,2.3788974
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,2/1/2017,7.7,H tel des Ducs D Anjou, There was no bar in the hotel not a proper restaurant either facilities weren t that great and the rooms were too small ,25,552, I liked the location and the staff were very friendly and helpful,13,1,6.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8598229,2.347111
10 avenue Carnot 17th arr 75017 Paris France,39,2/1/2017,7.7,Belfast, Poor breakfast small room,5,337, Free wifi great location,5,11,5.4,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8756435,2.2938788
10 Place De Mexico 16th arr 75016 Paris France,34,2/1/2017,8.3,Le Metropolitan a Tribute Portfolio Hotel, Rooms are a bit tight,6,286, Cosy atmosphere,3,17,7.9,"[' Business trip ', ' Solo traveler ', ' Deluxe Room With Pool Access ', ' Stayed 1 night ']",48.8656973,2.2829776
11 15 Rue De Lyon 12th arr 75012 Paris France,205,2/1/2017,8.3,Holiday Inn Paris Gare de Lyon Bastille, Internet was very slow,5,2200, Just 3 minutes walk from Gare de Lyon Train Station,11,5,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ']",48.8468064,2.3714789
10 12 rue de Charonne 11th arr 75011 Paris France,84,12/8/2016,8.9,Hotel L Antoine, The room was very small which we knew it would be but the position of the large cupboard made it appear even smaller ,25,796, Everything you could wish for in the room writing desk tea coffee making facilities fridge etc ,18,3,7.1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",48.8524215,2.3743832
11 15 Rue De Lyon 12th arr 75012 Paris France,205,12/8/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, Filthy ,3,2200, Awesome staff,3,5,5.8,"[' Leisure trip ', ' Couple ', ' King Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8468064,2.3714789
102 Bd De Grenelle 15th arr 75015 Paris France,241,12/7/2016,8.6,Le Parisis Paris Tour Eiffel, I hated the fact when someone took the stairs it moved the front door so I felt that someone was coming in the room I also noticed that anyone can enter the main hotel reception and access upstairs with security The reception is most times at night unattended and you don t need a key passcode to activate the lift For a 4 star hotel this is needed It made me feel unstable ,75,1477, I stayed at room 56 and I loved it The space of the room gave an apartment feel and the bed and shower was amazing I also loved the window Location is excellent,34,1,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
10 rue Saint Hyacinthe 1st arr 75001 Paris France,43,12/7/2015,8.1,Hotel des Tuileries Relais du Silence, small rooms but especially toilet is ridiculously small ,10,446, Good location helpful staff ,6,24,5.4,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",48.8661705,2.331561
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,12/6/2016,8.6,H tel Juliana Paris, no turn down service you need to ask for it many times complementary water as well you have to ask,21,577, Juliana is in a residential neighborhood arr 7 very boutique hotel i guess 40 45 rooms very luxury however very small great value for money,26,27,8.8,"[' Leisure trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 2 nights ']",48.8619373,2.3040298
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/5/2016,8.2,Hotel Trianon Rive Gauche, The room was too small for the price the heat didn t work we had a heater to keep us warm no slippers for a 4star hotel ,29,967, Close to Notre Dame staff was nice the hotel was looking good,13,3,6.7,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,12/5/2016,7.7,H tel des Ducs D Anjou, Nothing really I found everything good ,8,552, I liked my room suite camelia very much it was clean tidy comfortable I slept very well I also liked having breakfast in this hotel I had a good choise about what to eat ,36,1,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8598229,2.347111
10 12 rue de Charonne 11th arr 75011 Paris France,84,12/5/2016,8.9,Hotel L Antoine, bigger bed,3,796, Full Breakfast In bed including eggs for no added cost so relaxing ,14,1,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8524215,2.3743832
10 12 rue de Charonne 11th arr 75011 Paris France,84,12/5/2016,8.9,Hotel L Antoine, i know paris hotel rooms are small but my wife slept in the bed i slept on the floor suitcase had to go in the bathroom and bathroom was thus not accessible c est tr s petite but we still loved it ,44,796, beatiful style nice coffee and cake and cafe facility location perfect,12,26,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8524215,2.3743832
10 Place De Mexico 16th arr 75016 Paris France,34,12/5/2016,8.3,Le Metropolitan a Tribute Portfolio Hotel, Breakfast was underwhelming for the price wifi was quite slow during the day ,15,286, Excellent location helpful staff modern d cor comfortable bed ,11,8,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room with Pool Access ', ' Stayed 3 nights ']",48.8656973,2.2829776
10 12 rue de Charonne 11th arr 75011 Paris France,84,12/5/2015,8.9,Hotel L Antoine, Small room,3,796, Good location free coffee,5,13,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8524215,2.3743832
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/4/2016,8.2,Hotel Trianon Rive Gauche, Decaf espresso is not available for breakfasr,8,967, I was staying for 3 nights and the room was really too small They changed me to a larger room without any problem,24,16,8.8,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']",48.8487675,2.3410376
1 Place Vend me 1st arr 75001 Paris France,70,12/31/2016,8.7,H tel De Vend me, Food smells in the left,6,425, Everything it mean everything,5,15,10,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",48.8668564,2.3286339
102 Bd De Grenelle 15th arr 75015 Paris France,241,12/31/2015,8.6,Le Parisis Paris Tour Eiffel, Hotel has very few or rather no amenities Good view of the Eiffel Tower Booked two rooms One room had a hair dryer dental kit shaving kit The other none of the above Quite funny how difficult it was to get ice even in winter ,47,1477, Convenient location for the Eiffel Tower metro stations and supermarkets Rooms are comfortable Good view of the Eiffel Tower Tip higher floors much better ,26,1,6.7,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
11 15 Rue De Lyon 12th arr 75012 Paris France,205,12/31/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, Interior slightly out dated Could use some refurbishing ,10,2200, Excellent location Center on walking distance Subway station very nearby Room clean and tidy Sufficient space Bathroom small but clean and well kept Good beds Friendly reception ,29,23,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",48.8468064,2.3714789
1 rue Geoffroy Marie 9th arr 75009 Paris France,40,12/3/2016,8.6,Hotel Panache, one staff who can t speak English it was always tough to communicate with him and sometimes there s only him i appreciate and feel more secure if he can speak English a bit more ,37,371, breakfast here is just amazing good selection stylish desinged restaurant and soft croissan you can t miss it room is cozy but it s enough space always tidy and clean such a well designed and fashionable ,38,1,10,"[' Leisure trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8732543,2.343239
1 Place Vend me 1st arr 75001 Paris France,70,12/3/2015,8.7,H tel De Vend me, internet connection was poor ,6,425, great location helpful staff ,6,13,10,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 5 nights ']",48.8668564,2.3286339
11 Rue de l Arcade 8th arr 75008 Paris France,80,12/29/2015,8.1,Op ra Marigny, Rooms are a bit small particularly the ones on the first floor The hotel website offered a better price than bookings com,23,735, Good location friendly staff ,6,18,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",48.871723,2.3235377
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/28/2016,8.2,Hotel Trianon Rive Gauche, little to small room and there were no hotel slippers,11,967, great location great view comfortable bed nice room great balcony,11,1,8.8,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']",48.8487675,2.3410376
10 Bis rue du D barcad re 17th arr 75017 Paris France,26,12/28/2016,9.2,Hotel Le 10 BIS, Nothing,2,196, Everything was just as we could have wished The welcome was warm and the staff were friendly without being too familiar nothing was too much trouble The hotel is stylish and comfortable particularly the beds and the breakfast delicious We were also delighted to discover that it is within easy walking distance of the museum Louis Vuitton Foundation where we had booked a visit without realising its proximity Overall a hotel we would return to again and again ,80,14,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']",48.8780363,2.2864907
11 Rue de l Arcade 8th arr 75008 Paris France,80,12/28/2016,8.1,Op ra Marigny, NoThing,2,735, I liked Marianne the receptionist service excelent hospitality excellent service perfect location ,14,1,10,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.871723,2.3235377
1 Impasse Marteau 18th arr 75018 Paris France,91,12/26/2016,7.4,Novotel Suites Paris Nord 18 me, The carpet had holes all throughout it where people had dropped cigerrettes on the floor It wasnt very pleasant to walk over Also asked restaurant staff if they could blend a banana and milk for my son and we was told nope No explanation why ,47,1082, I liked the big spacious rooms the fridge and microwave in room was very handy ,17,1,6.7,"[' Leisure trip ', ' Family with young children ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.9015941,2.3597783
10 rue de Vaugirard 6th arr 75006 Paris France,83,12/25/2016,8.3,Le Senat, the night porter I had to wait 15 mn in front of a locked door ,17,549, it was very quiet,5,16,6.7,"[' Leisure trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 1 night ']",48.8491427,2.3397118
10 12 rue de Charonne 11th arr 75011 Paris France,84,12/25/2015,8.9,Hotel L Antoine, Room size ,4,796, Best reception staff ever Efficient and warm Nice design by Lacroix ,13,9,8.8,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 4 nights ']",48.8524215,2.3743832
1 Rue Scribe 9th arr 75009 Paris France,97,12/24/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Nothing to complaint about everything was just amazing,9,705, Breakfast was splendid I strongly recommend to everybody it is definitely worth the price Location excellent walking distance to Louvre and other monuments if you prefer you can take taxi wherever you want they are at the hotel door all days long Services amazing staff was very friendly especially Guest Relationship Manager Laureen Debrosse very professional customer friendly helpful charming she really helped to make our stay an unforgettable experience Besides they help to to find good restaurants they book them and thanks to this we managed to eat in really very nice French restaurants If you look for a nice place in Paris I advise yo to go to this hotel ,114,7,10,"[' Business trip ', ' Family with young children ', ' Luxury Room with Spa Access ', ' Stayed 2 nights ']",48.8704175,2.3296832
10 rue d Ormesson 4th arr 75004 Paris France,27,12/24/2016,9,H tel de Jos phine BONAPARTE, nothing,2,240, everything,2,18,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",48.8555319,2.3621212
10 rue de Vaugirard 6th arr 75006 Paris France,83,12/24/2016,8.3,Le Senat, Shocking rooms next to noisy lifts and plumbing that makes racket all night 18 for coffee at breakfast apart from the entrance all the looked like the back of house at a normal hotel truly shocking ,38,549, Good location,3,8,4.2,"[' Business trip ', ' Group ', ' Deluxe Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8491427,2.3397118
11 rue de Tr vise 9th arr 75009 Paris France,111,12/24/2016,8.3,H tel Diva Opera, Room very small and needed a bit more cleaning texted tiles in bathroom were not clean whats the point of bedside table stool with a sloping top when the hotel says it has parking it means there is an underground car park 2 blocks away that will cost you 35 euros a day this is not close to Opera Metro 12 minute walk ,65,1353, it was quiet and near bars restaurants very good vegan restaurant right around the back,16,8,7.1,"[' Leisure trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 2 nights ']",48.8732706,2.3450746
1 Place Vend me 1st arr 75001 Paris France,70,12/23/2016,8.7,H tel De Vend me, The laundry charge was too expensive I feelt like I m being overcharged somewhat ,16,425, I liked every single thing about my stay amazing staff superb location outstanding services provided by all staff and they are willing to do whatever to help and make our stay pleasant ,34,5,9.6,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8668564,2.3286339
10 avenue Carnot 17th arr 75017 Paris France,39,12/23/2016,7.7,Belfast, Every thing fine,4,337, I would happy if i can have scamble egg in my breakfast,13,2,9.6,"[' Business trip ', ' Group ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8756435,2.2938788
11 15 Rue De Lyon 12th arr 75012 Paris France,205,12/23/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, I booked for twins bed but got a double bed instead and was told that there was no more rooms with twin beds Not dramatic but why offering twin beds if they are not available ,37,2200, clean room quite and comfortable,6,5,6.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 1 night ']",48.8468064,2.3714789
10 rue Saint Hyacinthe 1st arr 75001 Paris France,43,12/23/2015,8.1,Hotel des Tuileries Relais du Silence, I don t like the bathroom that wen I take the shower it will leaking the water And the breakfast is too simple ,25,446, I really like the guy in the front desk He is really nice and polite U can drink the champagne every night for free ,26,2,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8661705,2.331561
1 rue Geoffroy Marie 9th arr 75009 Paris France,40,12/22/2016,8.6,Hotel Panache, The room was tiny ,6,371, Fantastic location great interior for the room close to most things we wanted and it wasn t expensive either ,21,8,7.5,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 1 night ']",48.8732543,2.343239
10 Bis rue du D barcad re 17th arr 75017 Paris France,26,12/22/2016,9.2,Hotel Le 10 BIS, It was perfect Will definitely stay there again ,10,196, Friendly and helpful staff Great room brand new very clean and comfortable Silent area Good and cosy bar Close to public transport,23,1,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8780363,2.2864907
102 Bd De Grenelle 15th arr 75015 Paris France,241,12/21/2015,8.6,Le Parisis Paris Tour Eiffel, I would suggest just giving the check in counter desk a dusting ,14,1477, Great staff perfect room and a very good breakfast buffet ,12,1,9.6,"[' Business trip ', ' Solo traveler ', ' Double Room 1 Adult ', ' Stayed 3 nights ']",48.8494851,2.2955063
10 rue Chateaubriand 8th arr 75008 Paris France,14,12/2/2016,8.2,Atala Champs Elys es, Nothing ,3,123, Decor sound proofed beautiful room Grwat bar gym ehich is rare in Paris ,15,12,10,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8735418,2.302442
102 Bd De Grenelle 15th arr 75015 Paris France,241,12/2/2015,8.6,Le Parisis Paris Tour Eiffel, Right next to the train so we did experience noise of trains rumbling Also we requested a bath but didn t get one We didn t have breakfast because it was very expensive and we thought the room rate was a little pricey ,45,1477, Hotel and rooms very new modern clean well kept The shower was amazing Staff were professional and friendly View of Eiffel Tower from our room Nice toiletries and coffees included ,32,17,9.2,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
1 Rue De Libourne 12th arr 75012 Paris France,150,12/19/2016,8.7,Pullman Paris Centre Bercy, No significant adverse comments,5,1382, Ease of check in out ,7,2,9.2,"[' Leisure trip ', ' Couple ', ' Classique Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8315204,2.3870797
1 rue Geoffroy Marie 9th arr 75009 Paris France,40,12/19/2016,8.6,Hotel Panache, Small bedroom heating system or thermostat was not properly functioning,11,371, Comfortable bed location,4,6,6.7,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8732543,2.343239
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/18/2016,8.2,Hotel Trianon Rive Gauche, Typical Parisian small rooms ,6,967, Great location easy walk to left bank areas RER and Metro stations ,14,7,7.5,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 4 nights ']",48.8487675,2.3410376
10 rue de Vaugirard 6th arr 75006 Paris France,83,12/17/2016,8.3,Le Senat, Nothing,2,549, Excellent location,3,8,10,"[' Leisure trip ', ' Family with young children ', ' Superior Room ', ' Stayed 1 night ']",48.8491427,2.3397118
11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,44,12/17/2016,8.7,H tel Chaplain Paris Rive Gauche, Poor Wifi,3,615, Clean and tidy room Nice breakfast Helpfull staff,9,1,8.3,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 1 night ']",48.8427564,2.3305636
1 Place De La Sorbonne 5th arr 75005 Paris France,118,12/16/2016,8.9,Select Hotel, No WiFi in breakfast area,6,1145, Excellent location charming hotel and very friendly staff ,10,1,9.2,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8483053,2.3425596
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,12/16/2016,8.2,Gardette Park Hotel, Very small room short bed,6,1011, Great stuff good location near the metro station,9,1,8.3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8610265,2.3788974
10 Bis rue du D barcad re 17th arr 75017 Paris France,26,12/16/2016,9.2,Hotel Le 10 BIS, A bit small for business travel if you need more facilities for meetings but perfect for couples that look for a not crowded hotel with personal service ,29,196, Hotel is very cozzy accessible to metro sorrounded by restoraunts,11,1,8.3,"[' Business trip ', ' Solo traveler ', ' Prestige Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8780363,2.2864907
11 rue de Tr vise 9th arr 75009 Paris France,111,12/16/2016,8.3,H tel Diva Opera, The stylish bed side tables in the bedroom are a bit of a mystery A bottle of water slips off So does a mobile phone So what s the point of having it there Mere decoration I was alone in a double room That was great Room would be too small for two people ,56,1353, Had no bfast as it was an extra 12,10,2,9.2,"[' Leisure trip ', ' Family with young children ', ' Standard Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8732706,2.3450746
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,12/15/2016,8.2,Gardette Park Hotel, Rooms doors are very very bad It makes noisy sound like hell when it is closed ,18,1011, Cleanliness is perfect Room is very good,8,2,7.1,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8610265,2.3788974
108 Rue Saint Lazare 8th arr 75008 Paris France,65,12/15/2016,8.4,Hilton Paris Opera, If i really have to nitpick it would be breakfast items can be improved though they do have bacon scrambled eggs croissant and other breads salads noodles etc Also the same exact items were at the buffet table the 2nd day ,43,458, Firstly the check in process was extremely efficient and pleasant We stayed in the Executive room on the 2nd floor so the bed bath and the room is extremely comfy with everything we expect from a 4 5 star hotel in Paris centre The staff are always friendly and smiling so that adds to the good service The location is fantastic with plenty of restaurants and shopping within walking distance My family found the Christmas light up decor along Rue Haussmann and outside Galeries Lafayette and Printemps to be the best anywhere we have seen so far including Singapore ,101,9,9.2,"[' Leisure trip ', ' Family with young children ', ' Executive Room Free Executive Lounge Access ', ' Stayed 2 nights ']",48.8756604,2.3252075
1 Rue De Libourne 12th arr 75012 Paris France,150,12/13/2016,8.7,Pullman Paris Centre Bercy, Little bit far from main attractions I e the eifel tower But there is good cheap bus services right outside ,22,1382, Big spacious comfortable room no city noise and nice little extra touches,13,4,8.3,"[' Leisure trip ', ' Couple ', ' Classique Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8315204,2.3870797
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,12/13/2016,8.2,Gardette Park Hotel, A good coffee machine would have been great ,10,1011, Help yourself fruit as you walked in friendly staff and they recommended a good restaurant for me all on my lonesome ,23,1,8.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']",48.8610265,2.3788974
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,12/13/2015,8.6,H tel Juliana Paris, Internet connection Filtered ports i can t use 6112 ,11,577, Best Hotel so far for a while SPA Pillows Menu,11,35,10,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 4 nights ']",48.8619373,2.3040298
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/12/2016,8.2,Hotel Trianon Rive Gauche, Water from the shower was pouring on the bathroom Floor ,12,967, Fairly big room for Paris and great location ,10,8,7.9,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/12/2016,8.2,Hotel Trianon Rive Gauche, On the first day we arrived internet was really good but for the other days I cannot say that it was fast Also hair dryer isnt good if you have thin hair that dries slowly as mine you have to bring your own ,45,967, Even everyone who travelled paris before said that hotel rooms are really small it wasn t that much Our room was more bigger than we thought The location is excellent near to RER b station Luxembourg also a transfer station like Odeon and Cluny Just walking distance to Pantheon Luxembourg gardens etc In addition near to a big market Monoprix ,62,9,10,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
10 Place De Mexico 16th arr 75016 Paris France,34,12/12/2016,8.3,Le Metropolitan a Tribute Portfolio Hotel, The croissants at breakfast weren t from the neighborhood bakery but same boring convenience pastries you ll get in most hotels ,23,286, Great location on Place de Mexico close by to Trocadero and the Eiffel tower Good advise on local choice of restaurants from the front desk staff ,28,63,10,"[' Business trip ', ' Solo traveler ', ' Deluxe Room With Pool Access ', ' Stayed 1 night ']",48.8656973,2.2829776
10 rue Lamartine 9th arr 75009 Paris France,42,12/12/2016,8.8,Les Plumes Hotel, Technical issues upon arrival the heating was out of order luckily it started working soon and very well upon departure the POS terminal was out of order during our stay the WiFi was always strong but we were only rarely able to use it because it did not provide a connection to the Internet probably it was in need of frequent modem reboots ,65,514, Good location close to the Opera and Galleries Lafayette Only a few minutes walk from 2 metro stations Very nicely decorated comfortable and cozy ,26,52,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ']",48.8766269,2.3432886
1 Rue De Libourne 12th arr 75012 Paris France,150,12/12/2015,8.7,Pullman Paris Centre Bercy, We waited for more than 15 minutes to check out They should consider to add more staff ,19,1382, Good location The staff are helpful ,8,5,7.5,"[' Leisure trip ', ' Group ', ' Superior Triple Room with 3 Single Beds ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8315204,2.3870797
